StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q95,QID2_2,QID6,QID7,QID16,QID17,QID10,QID11,QID12,QID13,QID14,QID15,QID18,QID19,QID20,QID21,QID79,QID101,QID100,QID71,QID83,QID82,QID85,QID84,QID87,QID88,QID90,QID89,QID92,QID91,QID94,QID93,QID96,QID95,QID98,QID99,QID43,QID27,QID78,QID47,QID25,QID33,QID50,QID37,QID39,QID41,QID106,QID107,QID108,QID109,QID110,QID113,QID114,QID115,QID117,QID116,QID118,QID119,QID120,QID121,QID122,,Q98,QID52,QID63,QID105,Q135,Q136,Q138,,AmazonId,CAND,ED,TW,BI,HC,AB,GC,ML,NS,TC,CC,impED,impTW,impBI,impHC,impAB,impML,impNS,impTC,impCC,impGC,ResponseID,group,FB,SCO,QID17,Group
1/19/21 21:33,1/19/21 21:38,0,104.63.149.47,100,290,1,1/19/21 21:38,R_3j1BuGw3K91lk2H,,,,,35.6598053,-83.98670197,anonymous,EN,4,26,2,2,43,5,3,1,2,1,3,1,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,"1,2,3,5","2,3,4,6,10,12",5,"1,3",1,1,5,3,2,2,"8,9,5",3,,,,,,2,16,,,AEICZ8C0382BP,"Pete Buttigieg(D)
",2,1,2,2,1,4,2,2,1,1,0.6,0.8,0.4,1,1,0.8,0.8,1,0.4,0.8,R_3I4Psk6ugLRjqR8,experiment2,10,8,5,experimental
1/19/21 20:17,1/19/21 21:40,0,157.51.65.5,100,5005,1,1/19/21 21:40,R_UX4ACAkU05Yfpi9,,,,,13.08779907,80.27850342,anonymous,EN,4,27,1,4,15,5,1,2,2,1,1,1,1,2,2,2,1,1,3,0.6,3,0.8,1,1,1,0.6,2,0.8,2,1,1,0.8,1,1,2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,4,,,,,,AXXJNJ4CG6XLG,"Andrew Yang(D)
",2,1,3,1,2,1,2,3,1,1,1,0.6,0.8,1,0.4,0.4,1,1,1,1,R_2zIoee4GmOYSKNv,experiment2,7,7,5,experimental
1/19/21 21:31,1/19/21 21:46,0,191.177.174.166,100,927,1,1/19/21 21:46,R_1IQKJtqTQ7tOJxx,,,,,-25.50390625,-49.290802,anonymous,EN,4,27,2,3,33,5,3,1,1,1,3,2,2,1,2,3,1,1,1,1,2,1,3,1,3,1,1,1,1,0.6,2,0.6,3,0.6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,21,,,,,,AULU4VSUPO1CW,"Pete Buttigieg(D)
",2,1,1,3,3,3,1,1,2,1,0.6,1,0.8,1,0.6,1,0.4,0.4,0.8,0.6,R_p6jRWr6ajqoceLT,experiment2,5,7,5,experimental
1/19/21 21:40,1/19/21 21:48,0,68.7.211.34,100,500,1,1/19/21 21:48,R_2VO12gckMld7mYS,,,,,33.14320374,-117.1665955,anonymous,EN,4,23,1,3,5,5,1,1,2,1,3,2,3,1,2,2,,,,,,,,,,,,,,,,,,,,,2,4,3,3,3,2,2,2,2,2,,,,,,,,,,,,,,,,,2,2,20,,,,,,A24Z9RP5YZZ2TY,"Joe Walsh(R)
",1,3,2,4,1,4,1,2,1,4,0.4,0.6,0.6,0.4,0.4,0.8,0.2,0.2,0.4,0.2,R_2tb7kLv7AV2aG8B,experiment2,2,4,5,experimental
1/19/21 21:48,1/19/21 21:55,0,73.16.64.155,100,432,1,1/19/21 21:55,R_3IcuSV4bw1CNT5e,,,,,42.31199646,-71.10810089,anonymous,EN,4,22,1,4,5,5,1,2,2,1,3,1,1,3,2,2,,,,,,,,,,,,,,,,,,,,,1,2,2,3,3,3,1,2,3,2,,,,,,,,,,,,,,,,,10,1,21,,,,,,A34ZSTQR5GBPW6,"Andrew Yang(D)
",2,3,1,3,1,1,2,2,1,2,1,0.6,1,1,1,1,1,1,0.4,1,R_3qJrhhexFKN5vrw,experiment2,10,7,5,experimental
1/19/21 21:44,1/19/21 22:00,0,122.164.205.150,100,959,1,1/19/21 22:00,R_248gWsTmuNVbGdQ,,,,,13.08779907,80.27850342,anonymous,EN,4,27,2,1,33,6,2,2,1,1,1,1,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,"1,3,5","1,4,7",1,"1,2,6",1,1,2,1,1,2,"1,8",1,,,,,,1,4,nice,,AJFJ6VXZJKSXD,"Amy Klobuchar(D)
",2,1,3,4,2,1,3,3,1,1,0.4,0.8,1,0.6,0.2,0.2,0.8,1,0.8,1,R_9Sr2rbkvUAflYtP,experiment2,6,6,6,experimental
1/19/21 21:48,1/19/21 22:01,0,166.216.158.118,100,768,1,1/19/21 22:01,R_3k80k1mO95NohuP,,,,,34.05439758,-118.2440033,anonymous,EN,4,23,1,2,5,7,1,3,2,1,3,1,1,3,2,2,1,0.4,1,0.8,2,0.6,2,0.8,2,1,1,1,1,0.6,2,0.8,2,0.2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,10,,,,,,AXCPRXO08DFAH,"Andrew Yang(D)
",2,2,1,1,1,1,1,2,1,1,0.6,0.8,1,1,0.8,0.8,1,0.8,0.8,0.8,R_1kIceKw9GK1Kvk3,experiment2,10,5,7,experimental
1/19/21 21:41,1/19/21 22:04,0,69.61.79.137,100,1384,1,1/19/21 22:04,R_cMTcAoxsIKv1uwh,,,,,37.75100708,-97.8219986,anonymous,EN,4,26,2,2,5,5,2,2,1,1,3,2,1,1,4,3,1,0.6,2,0.8,2,0.6,3,0.8,2,0.8,3,0.8,2,0.8,2,0.8,2,0.8,2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,4,Good,,,,,A2G6ISFMGZWCQN,"Mike Bloombeg(D)
",2,2,2,3,2,2,2,2,2,1,0.6,0.6,0.8,0.8,0.6,0.6,0.8,0.8,1,0.8,R_1IMAU827v0sW5VS,experiment2,8,5,5,experimental
1/19/21 22:04,1/19/21 22:07,0,73.32.56.104,100,160,1,1/19/21 22:07,R_3RwmAf5dlHyx6Ye,,,,,29.68760681,-95.4048996,anonymous,EN,4,29,2,3,44,5,2,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,2,1,1,,,,,,,,,,,,,,,,,9,2,16,good election information the best ,,,,,A3UWHJTAUTF6TO,"Mike Bloombeg(D)
Andrew Yang(D)
Cory Booker(D)
",2,1,3,2,3,1,2,2,3,2,1,0.6,0.4,0.8,1,0.4,0.4,0.6,0.8,1,R_syYrwTrdhDJi7hn,experiment2,9,5,5,experimental
1/19/21 22:02,1/19/21 22:07,0,71.56.121.5,100,254,1,1/19/21 22:07,R_1eFPOny49oHygie,,,,,33.87800598,-83.89230347,anonymous,EN,4,29,2,1,11,3,1,1,2,1,3,1,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,"1,3,4,6","3,4,6,12,13",2,"2,5",1,4,2,2,2,2,"8,9,3,5",2,,,,,,1,10,,,A3MUG02LJ4BM9F,"Andrew Yang(D)
",2,2,1,2,3,3,2,2,2,1,0.8,0.8,0.6,0.6,0.4,0.4,0.6,0.8,0.6,0.8,R_qIqglg2pAMfuKpH,experiment2,10,6,3,experimental
1/19/21 22:03,1/19/21 22:07,0,5.56.216.19,100,257,1,1/19/21 22:07,R_1rpFtjnteypTM4N,,,,,48.51660156,9.058105469,anonymous,EN,4,23,1,2,36,3,1,2,2,1,3,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,2,1,,,,,,,,,,,,,,,,,1,3,10,,,,,,A3KZEX1DDMXKDU,"Andrew Yang(D)
",2,1,1,2,3,1,3,2,1,1,0.8,1,0.8,0.8,1,0.8,0.8,1,1,1,R_2WAPwpRfa7yxp9a,experiment2,3,6,3,experimental
1/19/21 22:05,1/19/21 22:11,0,24.155.46.160,100,364,1,1/19/21 22:11,R_24A9ydEEjMHe4TM,,,,,31.07359314,-97.47270203,anonymous,EN,4,25,2,1,44,4,3,2,1,1,4,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,1,"1,3,4","2,3,7,10",2,"1,4",1,2,"1,2",3,1,2,"9,2,3",3,,,,,,1,10,When you asked about the house of rep. i answered for today because i believe its changing on the 20th? i think.,,AOWI7X5AILAHM,"Andrew Yang(D)
",2,1,2,1,2,1,2,2,3,1,0.8,0.6,0.6,1,0.4,0.4,0.6,0.6,1,0.8,R_Q68GQKU63KFVmSZ,experiment2,10,6,4,experimental
1/19/21 22:05,1/19/21 22:15,0,27.57.18.44,100,593,1,1/19/21 22:15,R_1guT88kod5VKCS5,,,,,13.08779907,80.27850342,anonymous,EN,4,25,1,4,15,6,1,2,2,1,1,1,1,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,"1,2,4,5","1,3,4,5,12",1,3,2,2,"1,2",2,3,2,"1,9,3",2,,,,,,1,4,ITS GOOD,,A61HYCYQFY3KJ,"Andrew Yang(D)
",2,1,1,1,1,2,1,1,1,1,0.2,0.2,0.2,0.2,0.6,0.4,0.2,0.2,0.2,0.4,R_2aQqFycCJzBdGVH,experiment2,9,5,6,experimental
1/19/21 22:02,1/19/21 22:16,0,223.181.226.119,100,853,1,1/19/21 22:16,R_1CpgR6Xkm0w0xUU,,,,,11.00549316,76.96609497,anonymous,EN,4,26,1,4,10,5,3,2,2,1,1,1,1,3,3,2,1,0.8,1,0.6,2,0.6,2,0.8,3,0.8,1,0.6,1,0.6,2,0.8,2,0.8,1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,13,,,,,,A2XJDLYD8QLN2T,"Tulsi Gabbard(D)
",1,3,1,1,1,4,1,2,2,2,0.8,1,0.8,1,0.8,0.8,0.8,1,0.8,1,R_5BF8fzyanRtUf05,experiment2,10,6,5,experimental
1/19/21 22:25,1/19/21 22:45,0,122.164.66.102,100,1242,1,1/19/21 22:45,R_2wozgt1DsOhDX8O,,,,,13.08779907,80.27850342,anonymous,EN,4,25,1,4,15,6,2,2,1,2,2,1,2,2,3,3,2,0.6,1,0.6,1,1,1,0.6,2,0.6,3,0.8,1,0.4,2,0.6,2,0.2,1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,GOOD,,,,,A1Z0DMQTDUU95E,"Rocky De La Fuente(R)
",1,3,2,2,1,4,2,2,1,2,0.8,0.6,0.8,0.6,1,0.8,1,0.8,0.6,0.8,R_3qrGxPdpDT2AasW,experiment2,6,8,6,experimental
1/19/21 22:19,1/19/21 22:52,0,24.169.19.0,100,1937,1,1/19/21 22:52,R_247AWPaa6C9IT6N,,,,,42.73100281,-73.70809937,anonymous,EN,4,24,3,2,33,5,1,3,2,1,3,1,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,"3,4","2,3,5,10,12",1,"2,3",1,4,"1,2,5",3,3,4,"8,9,2,3,5",3,,,,,,1,10,,,A3I40B0FATY8VH,"Joe Walsh(R)
",3,4,2,3,3,5,1,1,1,4,0.2,0.4,0.4,0.2,0.2,0.4,0.8,1,0.8,1,R_r9fpn379Xm4PT5T,experiment2,10,8,5,experimental
1/19/21 22:54,1/19/21 22:58,0,209.202.49.167,100,238,1,1/19/21 22:58,R_02ucw71zv2ldflT,,,,,50.14360046,-96.8844986,anonymous,EN,4,29,2,2,53,2,1,1,2,1,3,2,2,3,2,4,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,1,1,2,3,1,,,,,,,,,,,,,,,,,7,4,21,,,,,,AS4BNE6MKMXIU,"Donald Trump(R)
",3,4,3,3,1,4,2,2,1,4,1,0.8,1,1,1,1,1,1,1,1,R_PRoWuG8VmTdbGSt,experiment2,6,8,2,experimental
1/19/21 22:51,1/19/21 23:09,0,123.139.56.67,100,1086,1,1/19/21 23:09,R_SVjYrDoTxT8fihz,,,,,34.25830078,108.9285889,anonymous,EN,4,29,1,4,44,5,4,3,2,1,1,2,2,2,3,5,2,0.8,1,0.8,2,0.8,1,0.8,3,0.8,4,1,3,1,2,1,1,0.8,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,6,The election should be on the basis progress of youth education poverty makes nation proud,,,,,A355AKNHYKLVMD,"Andrew Yang(D)
",2,1,1,1,3,1,1,1,1,1,0.6,1,1,1,1,1,0.6,0.2,1,0.8,R_3KwkygjdmwbVgIB,experiment2,9,5,5,experimental
1/19/21 19:25,1/19/21 23:14,0,117.213.34.137,100,13712,1,1/19/21 23:14,R_2OUBlAIgbfxPCgR,,,,,8.179000854,77.43231201,anonymous,EN,4,27,1,4,44,5,1,2,1,1,3,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,"2,3,5","5,10",1,3,1,1,2,1,2,1,"4,2",2,,,,,,1,13,Very Useful survey,,A1NPE8C7G8BWQ9,"Andrew Yang(D)
",2,2,2,2,2,1,3,3,2,1,0.8,0.8,1,0.8,0.8,0.8,1,0.8,1,1,R_1FJatNXi5pF4XgS,experiment2,9,5,5,experimental
1/19/21 22:57,1/19/21 23:18,0,111.92.76.14,100,1268,1,1/19/21 23:18,R_1rojhTi45UvqKDN,,,,,9.967102051,76.29040527,anonymous,EN,4,28,1,4,17,5,1,2,2,1,1,3,1,2,3,2,2,0.8,2,1,3,1,3,0.8,2,1,2,0.8,3,0.6,1,0.8,1,1,1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,16,Really worth to participate in this survey to express our concerns and expectations. Expecting more of these kinda surveys.,,,,,A36WAKKU5U5PKE,"Elizabeth Warren(D)
",1,1,2,1,3,1,1,1,3,1,0.8,1,0.4,1,0.8,1,0.8,0.6,1,1,R_3DjNtb7nADdy5qA,experiment2,8,9,5,experimental
1/19/21 23:34,1/19/21 23:36,0,178.254.230.198,100,145,1,1/19/21 23:36,R_1mDIMhbbwQzfcA2,,,,,42.02000427,23.09609985,anonymous,EN,4,28,1,2,4,5,2,2,2,1,1,2,2,1,3,2,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,6,4,21,,,,,,A2YRD4HMLMSUNG,"Andrew Yang(D)
",1,2,1,2,3,1,1,1,2,1,0.8,0.6,0.8,0.6,0.8,0.6,0.4,0.4,1,0.8,R_29hSX2xNzpja2Sz,experiment2,7,8,5,experimental
1/19/21 23:32,1/19/21 23:37,0,80.217.168.182,100,326,1,1/19/21 23:37,R_2upkNZvfEkBgY3E,,,,,59.30589294,17.98719788,anonymous,EN,4,28,1,2,6,3,1,2,1,1,1,1,3,3,2,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,5,1,1,3,1,,,,,,,,,,,,,,,,,2,4,21,I am an anarchist. Down with the state. ,,,,,AI6TD8PM938FQ,"Cory Booker(D)
",1,2,3,2,2,1,1,1,2,2,0.8,0.8,0.8,1,0.8,0.4,0.6,0.6,0.8,0.8,R_10DjVYY30VdROGT,experiment2,2,6,3,experimental
1/19/21 23:18,1/19/21 23:43,0,136.185.78.192,100,1456,1,1/19/21 23:43,R_2rx47ClhU7BS4MK,,,,,20.00630188,77.00601196,anonymous,EN,4,25,1,2,15,5,1,2,1,1,3,1,1,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,"2,3","2,3,4",2,2,1,2,2,1,2,2,8,1,,,,,,1,4,none,,A2NVTK2O6HH1OD,"Tulsi Gabbard(D)
",1,3,1,1,1,4,1,2,2,2,0.8,1,1,0.8,0.8,1,0.8,0.8,1,0.8,R_zUM076WOYx4b8Y1,experiment2,7,7,5,experimental
1/19/21 23:34,1/19/21 23:43,0,45.65.38.82,100,515,1,1/19/21 23:43,R_24NS7LM7HHy22j0,,,,,13.08779907,80.27850342,anonymous,EN,4,29,2,4,52,5,1,2,2,1,3,1,1,3,1,2,2,0.8,2,0.6,2,0.8,2,0.6,3,1,1,1,3,0.8,2,0.8,2,0.6,1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,20,,,,,,A1NSHNH3MNFRGW,"Elizabeth Warren(D)
",1,1,2,1,3,1,1,1,3,2,0.8,1,0.6,1,0.6,1,0.6,0.2,0.6,0.8,R_xyI35c8feYkLqfv,experiment2,9,9,5,experimental
1/19/21 23:41,1/19/21 23:44,0,202.164.136.76,100,236,1,1/19/21 23:44,R_2zO3k6NALTeR8sC,,,,,11.2480011,75.78039551,anonymous,EN,4,28,1,4,6,5,2,4,1,1,3,2,2,1,2,3,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,1,3,1,1,,,,,,,,,,,,,,,,,5,1,4,Joe biden is good,,,,,A3F3O4MMEZMGC1,"Tulsi Gabbard(D)
",1,3,1,1,1,4,1,2,2,2,1,0.8,0.8,1,1,0.8,0.8,1,0.8,0.8,R_3k0QoEdJWOI6kCg,experiment2,5,7,5,experimental
1/19/21 23:48,1/19/21 23:54,0,70.173.167.165,100,342,1,1/19/21 23:54,R_3GqdW6HKi7hypx3,,,,,36.16850281,-115.1164017,anonymous,EN,4,28,2,4,29,6,3,4,2,1,3,2,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2,1,"3,4,5",2,"1,2",1,4,2,3,2,2,5,3,,,,,,1,4,,,A1R481LOJJ68C0,"Mark Sanford(R)
",2,3,3,4,2,3,3,2,2,2,0.4,0.6,0.8,0.6,0.8,0.2,0.4,0.2,1,0.4,R_424rrGrcA2nvPXz,experiment2,7,7,6,experimental
1/19/21 23:59,1/20/21 0:03,0,97.118.161.48,100,238,1,1/20/21 0:03,R_28H4UluPnl7gKcE,,,,,39.67959595,-104.9626007,anonymous,EN,4,26,1,4,6,4,1,3,2,1,3,1,1,2,3,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,1,1,1,3,1,,,,,,,,,,,,,,,,,10,1,10,,,,,,A17NTM946XITB9,"Tulsi Gabbard(D)
",1,2,2,2,2,2,1,1,2,3,0.8,0.6,0.8,1,1,0.6,0.4,0.8,0.8,0.8,R_1I6ijF7kKFgoHjn,experiment2,10,3,4,experimental
1/19/21 23:57,1/20/21 0:07,0,47.11.212.126,100,583,1,1/20/21 0:07,R_1Ipb7KZasSmwpxs,,,,,22.56260681,88.36300659,anonymous,EN,4,29,1,4,52,6,2,1,2,1,4,2,1,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,"1,2,4,6","1,2,3,5,12",2,"1,3,5",2,3,"1,3",2,2,1,"8,9,5",1,,,,,,4,4,No,,A2P6P4LUS1C0PZ,"Cory Booker(D)
",2,1,2,2,3,1,1,1,2,1,0.8,1,0.8,1,1,1,1,0.6,1,1,R_2coVEocUX9x3GYB,experiment2,7,5,6,experimental
1/19/21 23:58,1/20/21 0:12,0,134.202.32.224,100,859,1,1/20/21 0:12,R_1LzB7xkG2VIGfbT,,,,,41.84829712,-87.65170288,anonymous,EN,4,27,2,1,48,7,1,2,2,1,3,1,1,1,2,2,1,0.8,3,0.8,1,0.6,2,0.8,2,0.6,2,0.6,1,0.8,3,0.6,1,0.4,1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,4,,,,,,A3QDBNW2H8EMFW,"Mark Sanford(R)
",3,4,3,5,2,4,2,2,2,2,0.8,1,0.8,0.6,0.6,0.6,1,0.8,0.6,0.8,R_2Ys76kcqFlW0om9,experiment2,7,8,7,experimental
1/19/21 19:29,1/20/21 0:13,0,59.99.223.14,100,17023,1,1/20/21 0:13,R_2aCQLiJy81AFxNL,,,,,8.179000854,77.43231201,anonymous,EN,4,25,1,4,44,5,1,2,2,1,3,1,1,1,2,2,2,0.8,1,0.8,2,0.8,2,1,2,0.8,1,0.8,1,0.8,2,1,1,1,1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,6,its very interesting,,,,,A36TQ2HC60YO3R,"Donald Trump(R)
",3,5,3,5,2,4,1,2,1,4,0.2,0.8,1,1,1,1,1,1,0.6,1,R_3lRosiX83JifFU9,experiment2,9,5,5,experimental
1/20/21 0:35,1/20/21 0:45,0,172.93.164.92,100,559,1,1/20/21 0:45,R_dhGaNLSr4n0qObL,,,,,37.33869934,-121.8914032,anonymous,EN,4,29,2,2,31,6,2,1,1,1,1,1,2,2,3,2,2,1,1,0.8,2,0.4,1,0.6,3,0.4,2,0.8,1,0.8,1,0.8,1,0.6,2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,4,Good.,,,,,A3I56UTSBNAUVF,"Mike Bloombeg(D)
",2,2,2,3,3,2,1,2,3,2,0.4,0.6,0.6,0.6,0.6,0.6,0.4,0.6,0.6,0.6,R_2AHyIzCXjo1jobq,experiment2,9,3,6,experimental
1/19/21 10:48,1/20/21 0:55,0,73.20.99.225,100,50824,1,1/20/21 0:55,R_1d0MvaZTLeQ8aRJ,,,,,40.69810486,-111.9999008,anonymous,EN,4,29,1,2,45,5,1,2,2,1,1,3,1,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,"1,3,4","1,3,6",1,"1,2,3",3,2,"1,3",2,3,2,"1,4",3,,,,,,1,4,NICE,,AXR1QGU4KTMSZ,"Tulsi Gabbard(D)
Elizabeth Warren(D)
Andrew Yang(D)
Cory Booker(D)
",1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,R_SATpRMeSF07Pmgx,experiment2,8,7,5,experimental
1/20/21 0:39,1/20/21 0:56,0,106.76.208.225,100,1041,1,1/20/21 0:56,R_2qfOlcsNhdJxi7j,,,,,17.37530518,78.47439575,anonymous,EN,4,28,1,5,2,5,1,2,1,1,1,1,1,2,3,2,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,1,3,2,2,2,,,,,,,,,,,,,,,,,5,1,4,"It was good, Thank You",,,,,ABIX4VABZUCW3,"Elizabeth Warren(D)
",1,1,1,1,2,2,1,1,1,1,0.2,0.2,0.2,0.4,0.6,0.4,0.6,0.2,0.4,0.4,R_1P0i6r9v52Orq4M,experiment2,7,4,5,experimental
1/19/21 21:19,1/20/21 0:56,0,157.41.100.183,100,12990,1,1/20/21 0:56,R_2EEoDlKsxJQBexf,,,,,20.2723999,85.83380127,anonymous,EN,4,28,1,4,15,5,1,1,2,1,1,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,2,2,2,3,2,1,3,2,2,2,,,,,,,,,,,,,,,,,7,4,21,Nice survey ,,,,,A38LW34F26WBJY,"Joe Biden(D)
",2,2,2,2,3,3,3,2,2,1,0.4,0.6,0.6,0.8,0.6,0.8,0.8,0.4,0.4,0.6,R_3EsVwL64aqfkoh0,experiment2,6,7,5,experimental
1/20/21 0:54,1/20/21 0:58,0,45.37.72.193,100,260,1,1/20/21 0:58,R_TvAUSgZNkh8Tzbj,,,,,35.91119385,-78.9178009,anonymous,EN,4,25,1,1,34,4,3,4,2,1,3,1,1,3,2,2,1,0.8,4,0.6,2,0.8,2,0.8,3,0.6,2,0.6,1,0.8,2,0.6,3,0.6,1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,13,,,,,,A1RUAM4R8F7YUG,"Tulsi Gabbard(D)
",1,1,1,1,3,5,1,1,2,1,0.6,0.8,1,0.8,1,1,0.6,0.2,0.6,0.8,R_RJ5FaZS2FgqE2UV,experiment2,8,6,4,experimental
1/20/21 1:31,1/20/21 1:35,0,68.59.117.67,100,267,1,1/20/21 1:35,R_3jeWzv5QciAFDWG,,,,,30.77819824,-83.55190277,anonymous,EN,4,27,1,2,11,2,1,3,2,1,3,1,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,"1,3,4","2,3",5,5,1,1,"2,5",2,2,2,"9,3,5",3,,,,,,1,10,"I voted for Sanders, because by the time my primary was held, I was unable to vote for the Democratic candidate I wanted to (Bloomberg, who dropped out), and I was unable to vote for the candidate I most wanted to (Bill Weld) because the state did not let any other candidates compete for the Republican primary.",,A110TF61JJR34O,"Tulsi Gabbard(D)
",1,2,3,3,2,1,1,1,2,4,0.8,0.6,0.2,1,1,0.6,0.6,0.4,0.4,0.2,R_24itxeIfNV3kQkt,experiment2,10,3,2,experimental
1/20/21 1:35,1/20/21 1:50,0,37.223.28.251,100,867,1,1/20/21 1:50,R_3jc9Xiq2ir4CSto,,,,,41.38879395,2.158996582,anonymous,EN,4,29,2,2,44,5,1,2,1,1,3,2,2,1,3,2,,,,,,,,,,,,,,,,,,,,,1,3,3,3,3,1,3,1,2,2,,,,,,,,,,,,,,,,,3,3,20,,,,,,A7EP668Z0WF6G,"Elizabeth Warren(D)
",2,1,3,1,2,1,2,2,2,2,0.6,0.6,0.8,1,0.8,0.4,0.8,0.4,0.8,1,R_2SuyPRZRqsBwhkp,experiment2,2,3,5,experimental
1/20/21 1:46,1/20/21 1:55,0,162.210.194.35,100,559,1,1/20/21 1:55,R_3PY42MObL7yIutd,,,,,37.75100708,-97.8219986,anonymous,EN,4,25,1,1,24,5,3,4,2,1,3,1,1,1,2,2,1,1,1,0.8,2,0.8,1,1,1,1,1,1,3,0.6,3,1,2,0.8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,fun study,,,,,A3TVL55KRBO8L0,"Tulsi Gabbard(D)
",1,4,1,1,3,1,1,3,3,3,0.4,0.2,0.2,0.2,0.4,0.4,0.2,0.6,0.8,0.4,R_2Se7fOfqW8eXQT1,experiment2,10,5,5,experimental
1/20/21 1:48,1/20/21 2:00,0,185.225.208.11,100,693,1,1/20/21 2:00,R_3PUh3Pvmc6xgW6A,,,,,51.29930115,9.490997314,anonymous,EN,4,28,1,"2,4",44,6,1,2,2,1,3,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,"2,5,6","3,5,6,12",1,"2,3,6",2,2,"2,5",1,2,1,"8,9,3,5",4,,,,,,1,4,Thanks,,ANKAVDAQ2LW1T,"Amy Klobuchar(D)
Cory Booker(D)
",2,4,3,2,3,1,3,2,1,2,0.6,0.8,1,0.8,0.8,0.6,0.8,0.8,0.6,1,R_3ODpeuu6RWMtRmN,experiment2,8,6,6,experimental
1/20/21 1:46,1/20/21 2:02,0,103.98.79.70,100,930,1,1/20/21 2:02,R_31TKmdHkU8fc5oT,,,,,19.26860046,76.77081299,anonymous,EN,4,24,1,4,5,5,4,2,1,1,2,3,1,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,"1,3,4","1,3",6,7,5,2,2,3,2,2,8,4,,,,,,1,4,,,A2THN8O1IQIRP7,"Elizabeth Warren(D)
",1,1,2,1,3,1,1,1,2,1,0.6,1,0.6,1,1,0.8,0.8,0.2,1,0.4,R_XnDiS0AtwMGlNtL,experiment2,9,8,5,experimental
1/20/21 1:52,1/20/21 2:09,0,136.185.76.165,100,1031,1,1/20/21 2:09,R_sZ2lMkDTVSQgF8t,,,,,20.00630188,77.00601196,anonymous,EN,4,28,1,2,15,4,2,2,2,3,3,1,2,1,2,2,1,0.6,2,1,2,0.6,3,1,3,0.6,1,0.8,2,0.6,2,0.8,2,0.6,1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,16,none,,,,,A1ACDKW0JGXJA6,"Tulsi Gabbard(D)
",1,4,2,2,3,2,1,2,2,2,1,0.8,0.6,1,1,1,0.8,0.4,1,1,R_2agmX1wpSNqYmb9,experiment2,9,7,4,experimental
